22,4,Yes
23,111,Yes
23,30,No
23,97,Yes
23,37,Yes
23,11,Yes
23,195,Yes
23,89,No
23,4,Yes
23,131,Yes
23,128,Yes
23,104,No
23,134,No
23,139,Yes
23,78,No
23,107,No
23,73,Yes
23,40,Yes
23,63,Yes
23,20,Yes
23,151,No
23,121,Yes
23,100,No
24,184,Yes
24,22,Yes
24,24,Yes
24,198,Yes
24,99,No
24,73,Yes
24,113,Yes
24,88,No
24,186,No
24,40,Yes
24,58,No
24,126,Yes
24,20,Yes
24,122,Yes
24,63,No
24,50,Yes
24,79,Yes
24,132,Yes
24,75,Yes
24,124,No
24,133,Yes
24,180,Yes
24,175,Yes
25,53,Yes
25,128,No
25,134,Yes
25,139,Yes
25,155,Yes
25,95,No
25,137,No
25,4,Yes
25,100,Yes
25,160,No
25,51,Yes
26,75,Yes
26,160,Yes
26,65,Yes
26,179,Yes
26,106,No
26,184,Yes
27,113,No
27,13,Yes
27,115,Yes
27,131,No
27,91,Yes
27,24,No
27,114,Yes
27,153,Yes
27,112,No
27,27,Yes
27,126,Yes
27,69,Yes
27,198,No
27,170,No
27,19,Yes
27,100,No
27,98,Yes
28,169,Yes
28,195,No
28,140,Yes
28,179,No
28,81,Yes
28,40,Yes
28,114,Yes
28,94,Yes
28,165,Yes
28,102,Yes
28,97,Yes
28,124,No
28,172,Yes
28,128,Yes
28,184,Yes
28,122,Yes
28,22,Yes
28,126,Yes
28,176,Yes
28,113,Yes
28,194,Yes
28,154,Yes
28,72,Yes
28,74,No
28,15,Yes
28,163,Yes
28,30,Yes
28,103,Yes
28,173,Yes
28,141,Yes
28,150,Yes
29,113,No
29,185,Yes
29,135,Yes
29,32,Yes
29,176,Yes
29,155,No
29,153,Yes
29,177,Yes
29,100,No
29,15,Yes
29,2,Yes
29,46,Yes
29,34,Yes
29,19,Yes
29,27,Yes
29,20,Yes
29,170,No
29,99,Yes
29,146,Yes
29,85,Yes
29,44,Yes
29,71,No
29,94,Yes
29,123,No
29,69,No
29,75,Yes
29,172,Yes
30,13,Yes
30,117,Yes
30,31,Yes
30,198,Yes
30,157,No
30,16,Yes
30,50,No
30,130,No
30,94,Yes
30,36,Yes
30,100,Yes
30,118,Yes
30,3,Yes
30,167,Yes
30,78,Yes
30,164,Yes
30,2,Yes
30,191,No
30,200,Yes
30,70,No
30,111,No
30,146,Yes
30,188,Yes
30,154,Yes
30,109,Yes
30,20,Yes
30,32,Yes
31,25,No
31,27,No
31,9,Yes
31,143,Yes
31,164,Yes
31,130,Yes
31,141,Yes
31,80,No
31,91,Yes
31,159,Yes
31,32,No
31,121,Yes
31,185,No
31,58,Yes
31,186,No
31,166,Yes
31,57,Yes
31,24,Yes
31,157,No
31,103,Yes
31,41,Yes
31,39,Yes
32,12,No
32,99,Yes
32,183,Yes
32,45,Yes
32,178,Yes
32,149,Yes
32,134,No
32,67,Yes
32,162,Yes
32,129,Yes
32,6,Yes
32,194,Yes
32,98,Yes
32,91,No
32,144,Yes
32,175,Yes
32,65,Yes
32,179,Yes
32,131,Yes
32,22,Yes
32,156,Yes
33,156,Yes
33,63,Yes
33,152,Yes
33,46,Yes
33,56,Yes
33,84,Yes
33,26,Yes
33,140,Yes
33,90,Yes
33,95,Yes
33,134,Yes
33,91,Yes
33,48,Yes
33,61,No
33,43,Yes
33,15,Yes
33,147,Yes
33,1,Yes
33,73,Yes
34,51,Yes
34,134,Yes
34,170,Yes
34,194,Yes
34,93,Yes
34,31,Yes
34,157,No
34,156,No
34,150,Yes
34,158,No
34,60,Yes
34,121,No
34,72,Yes
34,110,Yes
34,83,No
34,190,No
34,171,Yes
34,45,Yes
34,53,No
34,113,Yes
34,106,Yes
34,6,No
35,193,Yes
35,189,Yes
35,42,Yes
35,16,Yes
35,168,No
35,194,No
35,60,Yes
35,121,No
35,69,Yes
35,182,Yes
35,173,Yes
35,78,No
35,171,Yes
35,139,No
35,156,Yes
35,43,Yes
35,163,Yes
35,178,Yes
35,81,No
35,7,Yes
35,52,No
35,13,Yes
35,195,Yes
35,65,Yes
35,92,Yes
35,127,Yes
35,84,No
35,199,No
35,32,Yes
36,102,No
36,179,Yes
36,129,Yes
36,26,Yes
36,155,No
36,133,Yes
36,75,No
36,71,Yes
36,22,Yes
36,120,Yes
36,174,Yes
36,146,No
36,191,No
36,149,Yes
36,15,Yes
36,192,Yes
36,37,Yes
36,8,No
36,161,Yes
36,85,Yes
36,131,Yes
36,38,Yes
36,175,No
36,164,Yes
36,163,Yes
36,195,Yes
36,92,Yes
36,70,Yes
36,1,No
37,128,Yes
37,144,Yes
37,14,Yes
37,65,Yes
37,167,Yes
37,84,Yes
38,146,No
38,149,Yes
38,79,Yes
38,44,Yes
38,64,Yes
38,73,Yes
38,111,Yes
38,182,No
38,152,Yes
38,7,No
38,14,Yes
38,124,Yes
38,19,Yes
38,71,Yes
38,125,Yes
38,170,Yes
38,37,No
38,173,Yes
38,135,Yes
38,50,Yes
38,10,Yes
38,123,Yes
39,94,Yes
39,87,No
39,28,Yes
39,186,Yes
39,163,Yes
39,1,Yes
39,60,Yes
39,30,Yes
39,38,Yes
39,165,Yes
39,57,Yes
39,178,Yes
39,145,No
39,117,Yes
39,63,Yes
39,58,Yes
39,138,Yes
39,9,Yes
39,112,Yes
39,121,Yes
39,100,Yes
39,190,No
39,175,No
39,193,Yes
39,136,Yes
39,159,Yes
39,69,Yes
39,115,Yes
40,132,Yes
40,6,Yes
40,15,Yes
40,161,Yes
40,128,No
40,198,Yes
40,197,Yes
40,184,Yes
40,127,Yes
40,154,Yes
40,150,Yes
41,126,No
41,77,Yes
41,16,No
41,164,Yes
41,3,Yes
41,177,No
41,184,Yes
41,189,Yes
41,58,Yes
41,194,No
41,161,No
42,144,No
42,175,Yes
42,96,Yes
42,38,Yes
42,88,Yes
42,114,Yes
42,27,Yes
42,177,Yes
42,172,Yes
42,73,No
42,67,Yes
42,173,Yes
42,10,Yes
42,101,No
42,16,Yes
42,197,Yes
42,54,Yes
42,37,Yes
42,132,Yes
42,153,Yes
42,162,Yes
42,92,Yes
42,190,No
42,23,No
42,149,No
43,28,Yes
43,199,Yes
43,52,No
43,90,No
43,2,Yes
43,13,Yes
43,170,Yes
43,57,No
44,119,Yes
44,129,Yes
44,72,Yes
44,101,Yes
44,100,Yes
44,25,Yes
44,64,Yes
44,121,Yes
44,128,Yes
44,156,Yes
44,183,Yes
44,95,Yes
44,198,Yes
45,64,Yes
45,162,Yes
45,165,Yes
45,127,Yes
45,93,Yes
45,11,Yes
45,4,Yes
45,97,Yes
45,134,No
45,121,Yes
45,115,Yes
45,176,Yes
45,170,No
45,48,No
45,96,Yes
45,85,Yes
45,99,No
45,192,Yes
45,36,Yes
45,25,No
45,133,Yes
45,23,Yes
45,156,No
45,72,Yes
45,89,Yes
45,65,Yes
45,117,Yes
45,78,Yes
46,82,No
46,27,Yes
46,172,Yes
46,125,Yes
46,9,Yes
46,28,Yes
46,79,Yes
46,111,Yes
46,140,No
46,37,Yes
46,66,No
46,190,Yes
46,192,Yes
46,131,No
46,87,No
46,43,Yes
46,12,Yes
46,84,Yes
47,77,No
47,192,Yes
47,102,Yes
47,150,Yes
47,180,Yes
47,66,Yes
47,181,Yes
47,160,No
47,30,Yes
47,184,Yes
47,8,Yes
47,33,No
47,199,Yes
47,2,Yes
47,41,Yes
47,63,Yes
47,170,No
47,68,No
47,26,Yes
47,1,Yes
48,42,No
48,147,Yes
48,61,Yes
48,163,Yes
48,13,Yes
48,119,Yes
48,121,Yes
48,108,No
48,188,Yes
48,78,No
48,157,No
48,16,Yes
48,168,Yes
48,111,Yes
48,87,No
48,20,No
49,20,Yes
49,156,Yes
49,43,Yes
49,193,No
49,2,Yes
49,42,Yes
49,46,Yes
49,14,Yes
49,117,No
49,78,No
49,68,Yes
49,126,No
49,177,Yes
49,152,Yes
49,6,Yes
49,116,Yes
49,143,No
49,19,Yes
50,137,Yes
50,147,Yes
50,84,Yes
50,169,Yes
50,132,No
50,157,Yes
50,95,Yes
50,112,Yes
50,64,Yes
50,162,Yes
50,114,Yes
50,49,No
50,20,Yes
50,27,Yes
50,24,Yes
50,103,Yes
50,35,Yes
50,111,Yes
50,178,Yes
50,159,Yes
50,115,Yes
50,34,Yes
50,136,Yes
51,21,Yes
51,181,Yes
51,110,Yes
51,126,Yes
51,197,No
51,10,Yes
52,134,Yes
52,78,Yes
52,119,Yes
52,8,Yes
52,151,Yes
52,163,No
52,50,Yes
52,41,Yes
52,116,No
52,55,Yes
52,135,Yes
52,180,Yes
52,106,Yes
52,68,Yes
52,47,Yes
52,130,Yes
52,117,Yes
52,122,Yes
52,152,Yes
52,102,Yes
52,120,No
52,71,Yes
52,77,Yes
52,80,No
52,168,Yes
52,155,Yes
52,42,Yes
52,23,Yes
53,44,Yes
53,68,Yes
53,136,Yes
53,1,Yes
53,109,Yes
53,15,No
53,103,No
53,143,Yes
53,96,Yes
53,157,No
53,35,Yes
53,137,Yes
53,52,Yes
53,33,No
53,104,Yes
53,134,Yes
53,162,Yes
53,176,No
53,119,No
53,186,No
53,155,Yes
53,26,No
54,16,No
54,197,Yes
54,40,Yes
54,183,Yes
54,193,Yes
54,184,Yes
54,158,Yes
54,113,No
54,1,Yes
54,173,Yes
54,101,Yes
54,139,No
54,10,Yes
54,74,No
54,94,Yes
54,66,Yes
54,176,Yes
54,90,Yes
54,161,Yes
54,97,Yes
54,26,No
54,182,No
54,144,Yes
54,63,Yes
54,169,Yes
54,180,Yes
55,41,No
55,120,No
55,9,Yes
55,159,Yes
55,116,Yes
55,97,Yes
55,78,Yes
55,110,No
55,6,Yes
55,130,Yes
55,101,Yes
55,138,Yes
55,145,No
55,170,No
55,85,Yes
56,110,Yes
56,83,Yes
56,168,Yes
56,35,Yes
56,161,Yes
56,127,Yes
56,2,No
56,40,Yes
56,63,Yes
56,53,No
57,85,Yes
57,186,No
57,177,Yes
57,171,No
57,103,Yes
57,67,No
57,60,Yes
57,17,Yes
57,174,No
57,69,Yes
57,98,Yes
57,141,Yes
57,31,Yes
57,24,Yes
58,162,Yes
58,90,Yes
58,139,Yes
58,2,Yes
58,109,Yes
58,130,Yes
58,15,Yes
58,118,Yes
58,92,No
58,3,Yes
58,114,Yes
58,89,No
58,105,Yes
58,147,Yes
58,24,Yes
58,184,No
58,145,No
58,32,Yes
59,35,Yes
59,158,Yes
59,144,No
59,174,No
59,188,Yes
59,189,No
59,172,Yes
59,16,No
59,145,Yes
59,14,No
59,194,Yes
59,124,No
59,68,Yes
59,92,No
59,139,Yes
59,123,Yes
59,47,Yes
59,49,Yes
59,4,Yes
59,6,Yes
59,39,Yes
59,99,Yes
59,119,Yes
59,199,No
59,33,Yes
59,74,Yes
59,191,No
59,23,Yes
59,51,Yes
59,160,Yes
59,161,Yes
60,84,Yes
60,101,Yes
60,126,Yes
60,79,Yes
60,2,Yes
60,13,Yes
60,194,Yes
60,136,Yes
60,151,Yes
60,199,Yes
60,96,Yes
60,48,Yes
60,8,Yes
60,44,Yes
60,80,Yes
60,20,Yes
60,78,Yes
60,88,Yes
60,17,Yes
60,165,Yes
61,8,Yes
61,87,Yes
61,47,Yes
61,92,Yes
61,49,Yes
61,165,Yes
61,176,Yes
61,19,Yes
61,183,Yes
61,25,Yes
61,21,Yes
61,73,Yes
61,5,Yes
61,6,No
61,85,Yes
61,37,Yes
61,156,No
61,89,Yes
61,68,Yes
61,102,Yes
61,179,No
61,186,No
61,50,No
61,170,Yes
61,86,No
62,11,No
62,20,No
62,140,Yes
62,156,Yes
62,99,Yes
62,185,Yes
62,43,Yes
62,157,Yes
62,100,Yes
62,193,No
62,143,Yes
62,4,Yes
62,173,Yes
62,9,No
62,55,No
62,200,No
62,190,No
62,85,Yes
62,42,No
62,32,No
62,180,Yes
62,50,No
62,122,Yes
63,85,Yes
63,2,Yes
63,19,No
63,119,Yes
63,189,Yes
63,162,Yes
63,101,Yes
63,183,Yes
63,133,No
63,68,No
63,11,Yes
63,171,Yes
63,5,No
63,142,No
63,65,Yes
63,146,Yes
63,199,Yes
63,179,Yes
63,70,Yes
63,94,Yes
63,61,Yes
63,191,Yes
63,141,Yes
63,176,Yes
63,194,Yes
63,178,Yes
63,175,Yes
64,38,No
64,48,Yes
64,42,Yes
64,114,Yes
64,19,Yes
64,36,No
64,34,Yes
64,134,Yes
64,118,No
64,67,Yes
64,27,No
64,137,Yes
64,173,Yes
64,168,No
64,155,No
64,107,Yes
64,84,Yes
64,21,Yes
64,194,Yes
64,103,Yes
64,111,Yes
64,157,Yes
64,37,No
64,62,No
64,95,Yes
65,191,Yes
65,103,Yes
65,95,Yes
65,150,Yes
65,96,Yes
65,119,Yes
65,94,Yes
65,105,Yes
65,42,Yes
65,136,Yes
65,146,Yes
65,22,Yes
65,141,No
65,126,Yes
65,2,Yes
65,33,No
65,49,Yes
65,152,Yes
65,181,No
65,111,No
65,64,Yes
65,197,Yes
65,53,No
65,73,Yes
65,55,Yes
65,173,Yes
65,120,Yes
65,154,Yes
66,160,Yes
66,190,Yes
66,16,Yes
66,85,Yes
66,52,No
66,138,No
67,130,Yes
67,150,No
67,6,Yes
67,181,Yes
67,84,Yes
67,141,Yes
67,171,Yes
67,80,Yes
67,40,Yes
67,9,Yes
67,77,Yes
67,75,Yes
67,28,Yes
67,15,Yes
68,57,Yes
68,129,No
68,78,Yes
68,40,Yes
68,148,Yes
68,25,No
68,19,Yes
68,186,No
68,5,Yes
68,137,Yes
68,122,Yes
68,38,No
68,100,Yes
68,3,Yes
68,184,Yes
68,167,Yes
68,81,No
68,132,Yes
68,144,Yes
68,37,No
68,10,Yes
68,39,Yes
68,55,No
68,44,Yes
69,167,Yes
69,161,Yes
69,21,Yes
69,96,Yes
69,93,Yes
69,28,Yes
69,137,Yes
69,40,Yes
69,135,No
69,42,No
69,110,Yes
69,70,Yes
69,51,Yes
69,77,No
69,131,Yes
69,99,Yes
69,183,Yes
69,66,Yes
70,139,Yes
70,193,Yes
70,172,No
70,147,Yes
70,67,Yes
70,121,Yes
70,59,Yes
70,166,No
70,161,Yes
70,7,No
70,145,No
70,117,Yes
70,200,Yes
71,3,Yes
71,13,Yes
71,19,Yes
71,34,Yes
71,31,Yes
71,120,Yes
71,115,Yes
71,137,Yes
71,98,Yes
71,196,No
71,35,Yes
71,91,Yes
71,18,Yes
71,167,Yes
71,150,Yes
71,39,Yes
71,168,Yes
71,127,Yes
71,36,Yes
71,130,Yes
71,188,Yes
71,2,Yes
71,126,No
72,78,No
72,109,Yes
72,125,Yes
72,173,No
72,75,Yes
72,162,No
72,68,Yes
72,119,Yes
72,111,Yes
72,183,Yes
72,11,No
72,105,Yes
72,32,No
72,187,Yes
72,135,Yes
72,96,No
72,98,Yes
72,83,No
72,192,Yes
72,166,No
72,139,Yes
72,167,No
72,100,Yes
72,64,Yes
72,164,Yes
72,108,Yes
72,198,Yes
72,188,Yes
72,126,Yes
72,146,No
72,163,Yes
73,116,Yes
73,91,Yes
73,85,No
73,132,Yes
73,142,Yes
73,112,No
73,92,Yes
73,99,Yes
73,59,Yes
74,83,Yes
74,117,Yes
74,50,No
74,200,Yes
74,106,No
74,193,Yes
74,129,Yes
74,148,Yes
74,94,Yes
74,41,Yes
74,65,Yes
74,57,No
74,77,Yes
74,141,No
74,55,Yes
74,190,No
74,146,No
74,155,Yes
74,16,Yes
74,93,Yes
74,183,Yes
74,152,Yes
74,105,Yes
74,51,Yes
74,130,Yes
74,46,No
74,17,Yes
74,6,Yes
74,138,Yes
74,29,Yes
74,100,Yes
75,67,Yes
75,41,Yes
75,2,Yes
75,51,Yes
75,39,Yes
75,16,No
75,52,Yes
75,26,Yes
75,128,Yes
75,82,Yes
75,13,Yes
75,106,Yes
75,101,Yes
75,174,Yes
75,120,Yes
75,3,Yes
75,17,No
75,95,Yes
75,94,Yes
75,20,Yes
75,150,No
75,107,Yes
75,141,Yes
75,15,No
75,137,Yes
75,124,No
75,4,Yes
75,5,Yes
75,146,Yes
75,58,Yes
76,192,No
76,89,No
76,56,Yes
76,75,Yes
76,44,Yes
76,150,Yes
76,117,Yes
76,48,Yes
76,124,Yes
76,86,Yes
76,190,Yes
76,27,Yes
76,13,Yes
76,138,Yes
76,187,Yes
76,36,No
76,68,No
76,64,Yes
77,47,No
77,67,Yes
77,27,No
77,60,No
77,155,No
77,130,Yes
77,25,Yes
77,80,Yes
77,158,Yes
77,164,No
77,37,Yes
77,195,No
77,39,Yes
77,96,Yes
77,36,Yes
77,167,Yes
77,100,Yes
77,105,Yes
77,182,No
77,52,No
77,191,Yes
77,41,No
77,135,No
77,133,No
77,185,Yes
77,31,No
77,102,Yes
77,128,No
77,32,No
78,22,Yes
78,42,Yes
78,76,Yes
78,19,Yes
78,181,Yes
78,47,Yes
78,147,No
78,136,No
78,3,No
78,162,Yes
78,102,Yes
78,94,Yes
78,18,Yes
78,156,Yes
78,52,Yes
78,195,Yes
79,65,Yes
79,156,Yes
79,120,Yes
79,192,No
79,60,Yes
79,93,No
79,151,No
79,125,Yes
79,200,Yes
79,78,Yes
79,33,Yes
79,12,Yes
79,117,Yes
79,104,No
79,4,No
79,199,Yes
79,163,Yes
79,22,Yes
79,135,No
79,185,No
79,193,Yes
79,88,No
80,186,Yes
80,193,Yes
80,71,Yes
80,58,Yes
80,116,Yes
80,81,Yes
80,135,Yes
80,192,No
80,100,No
80,98,Yes
80,85,Yes
80,121,Yes
80,11,Yes
80,148,Yes
80,199,Yes
80,137,Yes
80,182,Yes
80,112,No
80,185,Yes
80,60,No
80,59,No
80,110,Yes
80,103,Yes
80,46,Yes
80,179,Yes
81,15,No
81,157,Yes
81,112,No
81,53,Yes
81,141,Yes
81,70,Yes
81,153,Yes
81,88,No
81,173,Yes
82,29,No
82,86,No
82,116,Yes
82,121,Yes
82,21,Yes
82,190,Yes
82,153,No
82,115,Yes
82,76,Yes
82,198,No
82,3,Yes
82,60,Yes
82,169,Yes
82,34,Yes
82,78,Yes
82,57,Yes
82,81,Yes
82,26,No
82,43,Yes
82,74,Yes
82,24,Yes
82,47,No
82,22,Yes
82,195,No
82,192,No
82,114,Yes
83,46,No
83,40,Yes
83,5,Yes
83,175,No
83,48,Yes
83,172,Yes
83,167,Yes
83,62,Yes
83,9,Yes
83,80,No
83,33,Yes
83,166,No
83,91,Yes
83,24,No
83,177,Yes
83,191,No
84,146,Yes
84,179,Yes
84,100,No
84,183,Yes
84,200,Yes
84,51,Yes
84,124,Yes
84,4,Yes
84,97,Yes
84,164,No
84,7,Yes
85,127,Yes
85,151,Yes
85,20,Yes
85,181,Yes
85,31,Yes
85,157,Yes
85,74,Yes
85,111,Yes
85,72,Yes
85,187,Yes
85,140,No
85,37,No
85,114,Yes
85,51,Yes
85,175,No
85,95,Yes
85,24,No
85,102,Yes
85,44,Yes
86,16,Yes
86,18,No
86,5,Yes
86,72,No
86,105,No
86,164,No
86,91,No
86,68,Yes
86,160,Yes
86,63,Yes
86,100,Yes
86,178,No
86,44,Yes
86,195,No
86,55,Yes
87,183,Yes
87,1,Yes
87,6,Yes
87,136,Yes
87,180,No
87,135,Yes
87,22,Yes
87,174,No
87,123,Yes
87,5,Yes
87,137,Yes
87,17,Yes
87,196,Yes
87,127,Yes
87,2,No
87,113,Yes
87,145,No
87,66,Yes
87,61,Yes
87,70,Yes
87,122,Yes
87,33,Yes
87,97,Yes
87,27,Yes
87,118,Yes
88,96,Yes
88,183,Yes
88,36,Yes
88,66,Yes
88,160,No
88,6,Yes
88,98,Yes
88,181,Yes
88,86,Yes
88,121,Yes
88,114,Yes
88,37,Yes
89,141,Yes
89,156,Yes
89,46,Yes
89,173,Yes
89,190,Yes
89,138,Yes
89,180,No
89,8,Yes
89,124,No
89,43,No
89,1,Yes
89,90,Yes
89,92,Yes
89,42,No
89,64,Yes
89,27,Yes
89,137,No
89,149,Yes
89,58,Yes
89,77,Yes
89,9,Yes
89,79,Yes
89,146,Yes
89,108,No
89,110,Yes
89,170,No
89,68,Yes
90,94,Yes
90,43,Yes
90,77,No
90,92,Yes
90,58,No
90,65,Yes
90,70,Yes
90,158,Yes
90,12,Yes
90,5,No
91,189,No
91,40,Yes
91,1,Yes
91,100,Yes
91,10,Yes
91,78,Yes
91,16,No
91,181,Yes
91,30,Yes
91,58,Yes
91,156,Yes
91,52,Yes
91,24,No
91,140,Yes
91,43,Yes
91,89,Yes
91,9,Yes
92,108,Yes
92,103,Yes
92,77,Yes
92,139,Yes
92,125,Yes
92,97,No
92,130,Yes
92,96,Yes
92,140,Yes
92,122,Yes
92,68,No
92,191,Yes
92,42,Yes
92,174,No
92,100,Yes
92,175,Yes
92,107,Yes
92,90,Yes
92,7,Yes
92,45,Yes
92,190,Yes
92,31,Yes
92,1,No
92,98,No
92,109,No
92,71,Yes
93,5,Yes
93,148,Yes
93,33,No
93,196,No
93,78,Yes
93,58,Yes
93,120,Yes
93,150,Yes
93,97,Yes
93,103,Yes
93,184,Yes
93,130,No
93,74,Yes
93,90,Yes
93,180,Yes
93,75,Yes
93,156,Yes
93,28,No
93,76,No
93,179,Yes
93,173,Yes
93,171,Yes
93,119,No
93,116,Yes
94,98,Yes
94,95,Yes
94,139,Yes
94,60,No
94,135,Yes
94,31,Yes
94,35,No
94,189,No
94,153,Yes
94,62,Yes
94,149,Yes
94,111,Yes
94,113,Yes
94,43,Yes
94,51,Yes
94,182,Yes
94,127,Yes
94,12,Yes
94,39,Yes
94,93,Yes
95,22,Yes
95,181,Yes
95,73,No
95,28,Yes
95,108,Yes
95,72,Yes
96,77,No
96,73,No
96,161,Yes
96,194,Yes
96,124,Yes
96,139,Yes
96,121,Yes
96,198,Yes
96,92,Yes
96,88,Yes
96,21,Yes
97,60,No
97,1,Yes
97,39,Yes
97,30,Yes
97,130,Yes
97,29,Yes
97,27,Yes
97,40,No
98,163,Yes
98,43,No
98,158,Yes
98,157,Yes
98,105,Yes
98,51,Yes
98,23,Yes
98,133,Yes
98,72,Yes
98,152,Yes
98,1,Yes
98,117,Yes
98,12,Yes
98,78,No
98,193,Yes
98,100,No
98,29,Yes
98,71,Yes
99,196,Yes
99,75,Yes
99,175,No
99,131,Yes
99,161,Yes
